customer_id,cohort_month,country,first_purchase_date,last_purchase_date,customer_lifespan_days,total_orders,total_revenue,avg_order_value,first_order_value,is_churned,is_lapsed_90d,eligible_for_90d,retained_90d
15543,2010-09-01,United Kingdom,2010-09-06,2011-02-24,171,2,242.84,121.42,114.98,0,1,1,0
15544,2010-01-01,United Kingdom,2010-01-28,2011-11-30,671,20,8162.43,408.12,463.22,0,0,1,1
15545,2010-12-01,United Kingdom,2010-12-03,2011-10-16,317,2,428.05,214.02,270.66,0,0,1,0
15546,2010-04-01,United Kingdom,2010-04-12,2010-04-12,0,2,1079.1,539.55,539.55,0,1,1,1
15547,2009-12-01,United Kingdom,2009-12-06,2011-12-02,726,26,10154.39,390.55,671.56,0,0,1,1
15548,2010-04-01,United Kingdom,2010-04-23,2010-04-23,0,1,158.09,158.09,158.09,1,1,1,0
15549,2010-01-01,United Kingdom,2010-01-11,2011-09-23,620,8,2345.96,293.25,271.2,0,0,1,1
15550,2009-12-01,United Kingdom,2009-12-03,2011-12-05,732,12,2218.8,184.9,160.35,0,0,1,1
15551,2010-06-01,United Kingdom,2010-06-07,2011-11-03,514,7,1710.08,244.3,287.12,0,0,1,0
15552,2010-03-01,United Kingdom,2010-03-26,2011-05-06,406,2,252.52,126.26,162.4,0,1,1,0
15553,2011-10-01,United Kingdom,2011-10-10,2011-10-10,0,1,437.23,437.23,437.23,1,0,0,0
15554,2011-03-01,United Kingdom,2011-03-07,2011-03-07,0,1,217.2,217.2,217.2,1,1,1,0
15555,2009-12-01,United Kingdom,2009-12-06,2011-11-27,721,36,12112.35,336.45,950.69,0,0,1,1
15556,2011-11-01,United Kingdom,2011-11-15,2011-11-15,0,1,279.77,279.77,279.77,1,0,0,0
15557,2011-11-01,United Kingdom,2011-11-11,2011-11-11,0,1,473.65,473.65,473.65,1,0,0,0
15558,2010-03-01,United Kingdom,2010-03-10,2010-03-10,0,1,214.13,214.13,214.13,1,1,1,0
15559,2010-05-01,United Kingdom,2010-05-20,2010-05-20,0,1,1109.4,1109.4,1109.4,1,1,1,0
15560,2010-11-01,United Kingdom,2010-11-07,2010-11-07,0,2,153.52,76.76,113.32,0,1,1,1
15561,2010-02-01,United Kingdom,2010-02-14,2011-11-28,652,8,1934.39,241.8,336.27,0,0,1,1
15562,2009-12-01,United Kingdom,2009-12-13,2010-12-23,375,3,673.38,224.46,360.51,0,1,1,0
15563,2010-01-01,United Kingdom,2010-01-28,2011-11-17,658,7,2867.0,409.57,428.8,0,0,1,1
15564,2010-02-01,United Kingdom,2010-02-01,2010-09-02,213,2,70.74,35.37,35.04,0,1,1,0
15565,2011-09-01,United Kingdom,2011-09-30,2011-10-20,20,2,173.16,86.58,88.8,0,0,0,1
15566,2009-12-01,United Kingdom,2009-12-15,2010-11-12,332,2,227.87,113.94,138.22,0,1,1,0
15567,2011-11-01,United Kingdom,2011-11-21,2011-11-21,0,1,186.01,186.01,186.01,1,0,0,0
15568,2011-09-01,United Kingdom,2011-09-27,2011-12-07,71,3,758.29,252.76,228.31,0,0,0,1
15569,2010-02-01,United Kingdom,2010-02-28,2011-08-28,546,10,3586.35,358.64,259.2,0,1,1,1
15570,2010-03-01,United Kingdom,2010-03-28,2011-12-02,614,25,9311.04,372.44,742.41,0,0,1,1
15571,2009-12-01,United Kingdom,2009-12-06,2011-11-28,722,14,4051.63,289.4,118.26,0,0,1,0
15572,2010-04-01,United Kingdom,2010-04-14,2011-12-05,600,10,4068.67,406.87,359.11,0,0,1,0
15573,2009-12-01,United Kingdom,2009-12-10,2011-11-08,698,5,1207.18,241.44,278.08,0,0,1,1
15574,2010-09-01,United Kingdom,2010-09-01,2011-06-15,287,6,1518.7,253.12,152.97,0,1,1,1
15575,2010-03-01,United Kingdom,2010-03-30,2010-03-30,0,1,30.1,30.1,30.1,1,1,1,0
15576,2011-11-01,United Kingdom,2011-11-02,2011-11-02,0,1,940.67,940.67,940.67,1,0,0,0
15577,2009-12-01,United Kingdom,2009-12-13,2011-07-11,575,5,397.98,79.6,124.9,0,1,1,1
15578,2011-06-01,United Kingdom,2011-06-30,2011-06-30,0,1,127.1,127.1,127.1,1,1,1,0
15579,2010-10-01,United Kingdom,2010-10-03,2011-10-02,364,5,1302.5,260.5,665.63,0,0,1,1
15580,2010-02-01,United Kingdom,2010-02-07,2010-11-28,294,8,1381.19,172.65,99.69,0,1,1,1
15581,2009-12-01,United Kingdom,2009-12-02,2011-08-11,617,38,7794.59,205.12,200.63,0,1,1,1
15582,2011-05-01,United Kingdom,2011-05-03,2011-11-15,196,3,682.91,227.64,303.61,0,0,1,0
15583,2010-11-01,United Kingdom,2010-11-28,2010-11-28,0,1,107.86,107.86,107.86,1,1,1,0
15584,2010-02-01,United Kingdom,2010-02-07,2011-11-16,647,6,1277.5,212.92,357.04,0,0,1,0
15585,2011-06-01,United Kingdom,2011-06-16,2011-06-16,0,1,455.3,455.3,455.3,1,1,1,0
15586,2010-01-01,United Kingdom,2010-01-08,2010-04-26,108,3,1139.1,379.7,680.22,0,1,1,1
15587,2010-08-01,United Kingdom,2010-08-05,2011-10-20,441,7,1522.08,217.44,182.16,0,0,1,1
15588,2010-01-01,United Kingdom,2010-01-31,2010-01-31,0,1,579.6,579.6,579.6,1,1,1,0
15589,2011-02-01,United Kingdom,2011-02-02,2011-03-29,55,3,478.53,159.51,184.95,0,1,1,1
15590,2010-04-01,United Kingdom,2010-04-12,2010-11-22,224,5,1496.6,299.32,381.0,0,1,1,1
15591,2010-02-01,United Kingdom,2010-02-04,2010-05-06,91,3,217.9,72.63,41.3,0,1,1,1
15592,2011-10-01,United Kingdom,2011-10-24,2011-10-24,0,1,388.58,388.58,388.58,1,0,0,0
15593,2011-09-01,United Kingdom,2011-09-30,2011-09-30,0,1,199.8,199.8,199.8,1,0,0,0
15594,2011-04-01,United Kingdom,2011-04-19,2011-11-24,219,5,1771.78,354.36,267.91,0,0,1,0
15595,2010-08-01,United Kingdom,2010-08-09,2010-08-09,0,1,357.6,357.6,357.6,1,1,1,0
15596,2010-07-01,United Kingdom,2010-07-28,2011-08-31,399,9,3130.04,347.78,588.55,0,1,1,1
15597,2010-05-01,United Kingdom,2010-05-13,2011-11-04,540,2,563.37,281.69,238.8,0,0,1,0
15598,2010-10-01,United Kingdom,2010-10-08,2011-10-17,374,2,548.02,274.01,307.34,0,0,1,0
15599,2010-09-01,United Kingdom,2010-09-20,2011-11-13,419,3,1250.06,416.69,488.32,0,0,1,0
15600,2010-04-01,United Kingdom,2010-04-25,2010-10-07,165,4,1199.31,299.83,328.48,0,1,1,1
15601,2009-12-01,United Kingdom,2009-12-01,2011-11-28,727,30,14960.12,498.67,2.95,0,0,1,1
15602,2009-12-01,United Kingdom,2009-12-02,2011-12-01,729,16,3230.51,201.91,261.3,0,0,1,1
15603,2010-03-01,United Kingdom,2010-03-01,2011-09-22,570,2,88.48,44.24,40.0,0,0,1,0
15604,2011-10-01,United Kingdom,2011-10-18,2011-10-18,0,1,216.39,216.39,216.39,1,0,0,0
15605,2010-01-01,United Kingdom,2010-01-14,2011-11-03,658,9,1936.8,215.2,127.7,0,0,1,1
15606,2010-03-01,United Kingdom,2010-03-02,2011-10-09,586,17,5230.99,307.71,301.9,0,0,1,1
15607,2010-01-01,United Kingdom,2010-01-08,2011-01-07,364,9,1708.97,189.89,363.74,0,1,1,1
15608,2010-10-01,United Kingdom,2010-10-20,2011-11-11,387,5,1785.98,357.2,692.3,0,0,1,0
15609,2011-06-01,United Kingdom,2011-06-08,2011-06-08,0,1,298.48,298.48,298.48,1,1,1,0
15610,2011-10-01,United Kingdom,2011-10-19,2011-10-19,0,1,112.46,112.46,112.46,1,0,0,0
15611,2010-01-01,United Kingdom,2010-01-25,2011-11-30,674,26,2997.28,115.28,180.45,0,0,1,1
15612,2011-10-01,United Kingdom,2011-10-09,2011-11-03,25,2,195.15,97.58,69.65,0,0,0,1
15613,2010-04-01,United Kingdom,2010-04-08,2010-04-08,0,1,433.72,433.72,433.72,1,1,1,0
15614,2010-03-01,United Kingdom,2010-03-23,2010-09-28,189,4,3147.36,786.84,1327.98,0,1,1,0
15615,2009-12-01,United Kingdom,2009-12-02,2011-11-29,727,47,21373.97,454.77,632.9,0,0,1,1
15616,2010-09-01,United Kingdom,2010-09-27,2010-09-27,0,1,317.11,317.11,317.11,1,1,1,0
15617,2010-07-01,United Kingdom,2010-07-20,2010-11-08,111,3,828.55,276.18,205.15,0,1,1,0
15618,2011-07-01,United Kingdom,2011-07-26,2011-11-07,104,4,776.85,194.21,222.83,0,0,1,1
15619,2011-11-01,United Kingdom,2011-11-29,2011-11-29,0,1,336.4,336.4,336.4,1,0,0,0
15620,2010-10-01,United Kingdom,2010-10-26,2011-10-14,353,4,1942.36,485.59,389.18,0,0,1,1
15621,2011-11-01,United Kingdom,2011-11-18,2011-12-05,17,4,1293.03,323.26,563.28,0,0,0,1
15622,2010-03-01,United Kingdom,2010-03-04,2011-10-27,602,17,7852.61,461.92,1449.74,0,0,1,1
15623,2009-12-01,United Kingdom,2009-12-10,2011-07-21,588,8,2437.05,304.63,307.2,0,1,1,1
15624,2011-03-01,United Kingdom,2011-03-28,2011-08-15,140,4,588.13,147.03,183.9,0,1,1,1
15625,2010-06-01,United Kingdom,2010-06-15,2011-08-28,439,9,3236.4,359.6,508.13,0,1,1,1
15626,2010-10-01,United Kingdom,2010-10-14,2011-09-26,347,3,1067.52,355.84,391.72,0,0,1,0
15627,2010-07-01,United Kingdom,2010-07-05,2010-09-08,65,2,566.9,283.45,280.16,0,1,1,1
15628,2009-12-01,United Kingdom,2009-12-13,2011-12-05,722,17,5652.26,332.49,286.28,0,0,1,1
15629,2010-06-01,United Kingdom,2010-06-25,2010-09-15,82,4,2240.9,560.23,1176.2,0,1,1,1
15630,2010-03-01,United Kingdom,2010-03-05,2011-10-25,599,3,1481.4,493.8,295.05,0,0,1,0
15631,2010-03-01,United Kingdom,2010-03-07,2010-03-07,0,1,596.67,596.67,596.67,1,1,1,0
15632,2011-03-01,United Kingdom,2011-03-10,2011-11-24,259,8,3285.31,410.66,394.63,0,0,1,1
15633,2009-12-01,United Kingdom,2009-12-08,2010-07-18,222,13,4352.46,334.8,191.89,0,1,1,1
15634,2010-11-01,United Kingdom,2010-11-21,2011-11-22,366,2,554.65,277.33,311.1,0,0,1,0
15635,2010-11-01,United Kingdom,2010-11-09,2010-11-09,0,1,100.35,100.35,100.35,1,1,1,0
15636,2010-05-01,United Kingdom,2010-05-19,2011-09-11,480,4,1444.58,361.15,388.94,0,0,1,0
15637,2009-12-01,United Kingdom,2009-12-15,2011-10-18,672,5,797.59,159.52,288.88,0,0,1,1
15638,2010-04-01,United Kingdom,2010-04-08,2010-11-26,232,6,2265.2,377.53,227.4,0,1,1,1
15639,2010-04-01,United Kingdom,2010-04-13,2011-07-28,471,3,1065.08,355.03,394.24,0,1,1,0
15640,2009-12-01,United Kingdom,2009-12-14,2011-12-05,721,29,23957.58,826.12,1456.2,0,0,1,1
15641,2009-12-01,United Kingdom,2009-12-06,2011-08-26,628,12,5345.55,445.46,150.4,0,1,1,1
15642,2009-12-01,United Kingdom,2009-12-10,2009-12-10,0,1,105.78,105.78,105.78,1,1,1,0
15643,2011-03-01,United Kingdom,2011-03-02,2011-06-01,91,3,664.0,221.33,337.1,0,1,1,0
15644,2011-03-01,United Kingdom,2011-03-23,2011-06-26,95,4,813.0,203.25,202.22,0,1,1,1
15645,2010-10-01,United Kingdom,2010-10-10,2011-11-21,407,3,1055.17,351.72,425.46,0,0,1,1
15646,2010-10-01,United Kingdom,2010-10-25,2011-07-05,253,5,974.61,194.92,91.41,0,1,1,1
15647,2010-10-01,United Kingdom,2010-10-20,2010-10-20,0,1,169.0,169.0,169.0,1,1,1,0
15648,2011-03-01,United Kingdom,2011-03-17,2011-05-19,63,2,657.35,328.67,316.85,0,1,1,1
15649,2010-11-01,United Kingdom,2010-11-17,2011-01-07,51,4,2170.35,542.59,538.35,0,1,1,1
15650,2010-03-01,United Kingdom,2010-03-21,2010-07-06,107,2,553.88,276.94,359.08,0,1,1,0
15651,2010-04-01,United Kingdom,2010-04-22,2011-11-03,560,5,1259.06,251.81,291.26,0,0,1,0
15652,2010-08-01,United Kingdom,2010-08-11,2011-09-09,394,5,1420.34,284.07,114.44,0,1,1,1
15653,2011-08-01,United Kingdom,2011-08-16,2011-09-08,23,2,877.44,438.72,48.0,0,1,1,1
15654,2011-11-01,United Kingdom,2011-11-13,2011-11-30,17,2,922.53,461.27,595.02,0,0,0,1
15655,2011-04-01,United Kingdom,2011-04-10,2011-04-10,0,1,560.67,560.67,560.67,1,1,1,0
15656,2011-02-01,United Kingdom,2011-02-28,2011-10-25,239,4,748.5,187.13,242.95,0,0,1,1
15657,2011-11-01,United Kingdom,2011-11-17,2011-11-17,0,1,30.0,30.0,30.0,1,0,0,0
15658,2009-12-01,United Kingdom,2009-12-03,2011-06-02,546,8,2423.47,302.93,321.65,0,1,1,0
15659,2010-02-01,United Kingdom,2010-02-24,2011-10-27,610,3,532.49,177.5,108.44,0,0,1,0
15660,2010-02-01,United Kingdom,2010-02-05,2011-11-14,647,15,2812.99,187.53,109.0,0,0,1,1
15661,2010-05-01,United Kingdom,2010-05-10,2011-01-26,261,8,1215.95,151.99,320.95,0,1,1,1
15662,2009-12-01,United Kingdom,2009-12-01,2010-02-16,77,2,283.73,141.87,105.85,0,1,1,1
15663,2011-08-01,United Kingdom,2011-08-25,2011-08-25,0,1,138.14,138.14,138.14,1,1,1,0
15664,2010-02-01,United Kingdom,2010-02-28,2011-10-20,599,4,1254.03,313.51,410.48,0,0,1,1
15665,2010-03-01,United Kingdom,2010-03-14,2011-06-24,467,5,4015.12,803.02,591.43,0,1,1,0
15666,2010-08-01,United Kingdom,2010-08-01,2010-08-24,23,2,632.94,316.47,406.26,0,1,1,1
15667,2011-10-01,United Kingdom,2011-10-31,2011-10-31,0,1,301.32,301.32,301.32,1,0,0,0
15668,2011-05-01,United Kingdom,2011-05-06,2011-05-06,0,1,76.32,76.32,76.32,1,1,1,0
15669,2011-03-01,United Kingdom,2011-03-21,2011-10-30,223,4,684.34,171.09,198.8,0,0,1,1
15670,2010-06-01,United Kingdom,2010-06-01,2011-02-16,260,2,325.2,162.6,152.15,0,1,1,0
15671,2011-03-01,United Kingdom,2011-03-14,2011-11-21,252,7,2657.13,379.59,356.19,0,0,1,1
15672,2009-12-01,United Kingdom,2009-12-14,2009-12-14,0,1,45.3,45.3,45.3,1,1,1,0
15673,2010-02-01,United Kingdom,2010-02-22,2011-09-12,567,9,6414.79,712.75,737.56,0,0,1,1
15674,2009-12-01,United Kingdom,2009-12-08,2011-09-27,658,13,6948.23,534.48,462.46,0,0,1,1
15675,2010-10-01,United Kingdom,2010-10-31,2011-09-19,323,4,542.04,135.51,218.35,0,0,1,0
15676,2011-03-01,United Kingdom,2011-03-01,2011-11-21,265,3,3435.76,1145.25,897.8,0,0,1,0
15677,2010-09-01,United Kingdom,2010-09-02,2011-10-21,414,3,1305.63,435.21,340.65,0,0,1,1
15678,2010-07-01,United Kingdom,2010-07-05,2011-10-18,470,3,1893.89,631.3,731.48,0,0,1,0
15679,2011-06-01,United Kingdom,2011-06-10,2011-11-15,158,4,781.28,195.32,178.22,0,0,1,1
15680,2009-12-01,United Kingdom,2009-12-02,2011-11-30,728,10,4507.58,450.76,311.5,0,0,1,1
15681,2010-05-01,United Kingdom,2010-05-24,2011-11-14,539,14,2989.7,213.55,416.5,0,0,1,1
15682,2010-01-01,United Kingdom,2010-01-21,2010-04-19,88,2,318.24,159.12,127.48,0,1,1,1
15683,2010-08-01,United Kingdom,2010-08-23,2011-08-14,356,2,524.54,262.27,330.79,0,1,1,0
15684,2009-12-01,United Kingdom,2009-12-04,2010-06-10,188,3,173.95,57.98,109.4,0,1,1,1
15685,2010-09-01,United Kingdom,2010-09-15,2010-09-15,0,1,55.98,55.98,55.98,1,1,1,0
15686,2010-10-01,United Kingdom,2010-10-15,2010-10-15,0,1,90.0,90.0,90.0,1,1,1,0
15687,2011-01-01,United Kingdom,2011-01-13,2011-12-01,322,9,2993.1,332.57,353.5,0,0,1,1
15688,2010-10-01,United Kingdom,2010-10-17,2010-10-17,0,1,190.57,190.57,190.57,1,1,1,0
15689,2010-04-01,United Kingdom,2010-04-01,2011-08-12,498,3,521.03,173.68,266.93,0,1,1,0
15690,2011-08-01,United Kingdom,2011-08-31,2011-12-05,96,2,239.76,119.88,111.0,0,0,1,0
15691,2009-12-01,United Kingdom,2009-12-06,2011-04-01,481,4,571.3,142.82,161.8,0,1,1,0
15692,2011-11-01,United Kingdom,2011-11-11,2011-11-11,0,1,191.04,191.04,191.04,1,0,0,0
15693,2010-02-01,United Kingdom,2010-02-18,2010-02-18,0,1,37.5,37.5,37.5,1,1,1,0
15694,2009-12-01,United Kingdom,2009-12-07,2011-12-09,732,24,10810.81,450.45,357.87,0,0,1,0
15695,2010-01-01,United Kingdom,2010-01-27,2011-03-18,415,4,1131.04,282.76,348.61,0,1,1,1
15696,2010-01-01,United Kingdom,2010-01-24,2011-11-06,651,13,3906.57,300.51,162.65,0,0,1,1
15697,2010-01-01,United Kingdom,2010-01-19,2010-01-19,0,1,246.75,246.75,246.75,1,1,1,0
15698,2010-03-01,United Kingdom,2010-03-25,2010-03-25,0,1,46.2,46.2,46.2,1,1,1,0
15699,2011-11-01,United Kingdom,2011-11-22,2011-11-22,0,1,309.65,309.65,309.65,1,0,0,0
15700,2011-06-01,United Kingdom,2011-06-19,2011-06-20,1,2,696.68,348.34,692.78,0,1,1,1
15701,2011-08-01,United Kingdom,2011-08-21,2011-12-07,108,4,1542.14,385.54,857.0,0,0,1,1
15702,2010-01-01,Nigeria,2010-01-26,2010-08-20,206,2,140.39,70.19,27.82,0,1,1,0
15703,2011-03-01,United Kingdom,2011-03-20,2011-03-20,0,1,211.5,211.5,211.5,1,1,1,0
15704,2010-05-01,United Kingdom,2010-05-05,2011-07-22,443,6,3817.96,636.33,841.17,0,1,1,1
15705,2011-05-01,United Kingdom,2011-05-22,2011-05-22,0,1,143.1,143.1,143.1,1,1,1,0
15706,2011-08-01,United Kingdom,2011-08-15,2011-10-07,53,4,1060.56,265.14,450.05,0,0,1,1
15707,2011-09-01,United Kingdom,2011-09-14,2011-11-04,51,4,945.58,236.4,166.78,0,0,0,1
15708,2010-10-01,United Kingdom,2010-10-10,2011-10-30,385,9,4378.72,486.52,356.37,0,0,1,1
15709,2010-04-01,United Kingdom,2010-04-29,2011-03-01,306,2,327.85,163.93,194.6,0,1,1,0
15710,2010-10-01,United Kingdom,2010-10-18,2010-10-18,0,1,898.87,898.87,898.87,1,1,1,0
15711,2010-01-01,United Kingdom,2010-01-24,2010-06-01,128,2,420.25,210.13,106.65,0,1,1,0
15712,2009-12-01,United Kingdom,2009-12-01,2011-11-30,729,12,3472.41,289.37,255.5,0,0,1,1
15713,2009-12-01,United Kingdom,2009-12-16,2011-07-19,580,4,1010.79,252.7,243.86,0,1,1,0
15714,2010-06-01,United Kingdom,2010-06-02,2011-11-28,544,5,784.81,156.96,269.0,0,0,1,1
15715,2010-03-01,United Kingdom,2010-03-30,2010-06-02,64,5,658.02,131.6,359.95,0,1,1,1
15716,2009-12-01,United Kingdom,2009-12-07,2011-07-17,587,11,3056.81,277.89,214.17,0,1,1,0
15717,2010-04-01,United Kingdom,2010-04-26,2011-04-19,358,5,607.0,121.4,73.5,0,1,1,1
15718,2010-06-01,United Kingdom,2010-06-17,2010-06-17,0,1,293.79,293.79,293.79,1,1,1,0
15719,2009-12-01,United Kingdom,2009-12-01,2011-11-07,706,31,10223.06,329.78,379.65,0,0,1,1
15720,2010-06-01,United Kingdom,2010-06-07,2011-11-15,526,2,741.92,370.96,143.19,0,0,1,0
15721,2011-11-01,United Kingdom,2011-11-28,2011-11-28,0,1,507.08,507.08,507.08,1,0,0,0
15722,2010-03-01,United Kingdom,2010-03-09,2011-11-04,605,11,5258.1,478.01,488.1,0,0,1,1
15723,2010-05-01,United Kingdom,2010-05-14,2010-12-10,210,4,947.65,236.91,240.91,0,1,1,0
15724,2010-11-01,United Kingdom,2010-11-04,2011-05-22,199,3,310.85,103.62,92.6,0,1,1,0
15725,2011-11-01,United Kingdom,2011-11-24,2011-11-24,0,1,415.25,415.25,415.25,1,0,0,0
15726,2010-11-01,United Kingdom,2010-11-14,2010-11-14,0,1,321.91,321.91,321.91,1,1,1,0
15727,2010-01-01,United Kingdom,2010-01-24,2011-11-23,668,15,9445.51,629.7,950.72,0,0,1,0
15728,2010-09-01,United Kingdom,2010-09-21,2010-11-25,65,2,544.6,272.3,247.6,0,1,1,1
15729,2010-11-01,United Kingdom,2010-11-01,2011-05-11,191,3,192.55,64.18,74.85,0,1,1,1
15730,2010-10-01,United Kingdom,2010-10-04,2011-10-05,366,5,1726.58,345.32,288.2,0,0,1,1
15731,2010-06-01,United Kingdom,2010-06-04,2010-06-04,0,1,125.3,125.3,125.3,1,1,1,0
15732,2010-02-01,United Kingdom,2010-02-04,2011-05-11,461,10,1682.07,168.21,231.4,0,1,1,1
15733,2011-03-01,United Kingdom,2011-03-02,2011-03-02,0,1,162.3,162.3,162.3,1,1,1,0
15734,2010-06-01,United Kingdom,2010-06-10,2011-08-17,433,4,2263.3,565.82,310.65,0,1,1,0
15735,2010-10-01,United Kingdom,2010-10-14,2010-10-14,0,1,327.68,327.68,327.68,1,1,1,0
15736,2010-09-01,United Kingdom,2010-09-30,2010-09-30,0,2,1815.72,907.86,1554.17,0,1,1,1
15737,2011-04-01,United Kingdom,2011-04-11,2011-11-25,228,8,1205.12,150.64,475.88,0,0,1,1
15738,2009-12-01,United Kingdom,2009-12-10,2011-11-21,711,41,13372.97,326.17,282.03,0,0,1,1
15739,2011-10-01,United Kingdom,2011-10-04,2011-10-04,0,1,449.12,449.12,449.12,1,0,0,0
15740,2011-10-01,United Kingdom,2011-10-21,2011-10-21,0,1,154.88,154.88,154.88,1,0,0,0
15741,2010-03-01,United Kingdom,2010-03-31,2010-09-07,160,2,208.62,104.31,63.15,0,1,1,0
15742,2010-03-01,United Kingdom,2010-03-30,2010-03-30,0,1,156.87,156.87,156.87,1,1,1,0
15743,2011-06-01,United Kingdom,2011-06-08,2011-11-23,168,4,784.46,196.12,322.55,0,0,1,1
15744,2011-09-01,United Kingdom,2011-09-23,2011-09-23,0,1,34.8,34.8,34.8,1,0,0,0
15745,2011-04-01,United Kingdom,2011-04-17,2011-11-20,217,4,1094.59,273.65,302.85,0,0,1,0
15746,2011-07-01,United Kingdom,2011-07-28,2011-07-28,0,1,196.88,196.88,196.88,1,1,1,0
15747,2010-01-01,United Kingdom,2010-01-18,2011-11-27,678,9,2562.61,284.73,226.08,0,0,1,0
15748,2010-09-01,United Kingdom,2010-09-16,2011-10-30,409,3,614.76,204.92,32.8,0,0,1,1
15749,2011-01-01,United Kingdom,2011-01-11,2011-04-18,97,3,44534.3,14844.77,15160.9,0,1,1,1
15750,2009-12-01,United Kingdom,2009-12-01,2011-12-07,736,18,6797.19,377.62,222.12,0,0,1,1
15751,2009-12-01,United Kingdom,2009-12-06,2010-09-05,273,11,1380.44,125.49,266.19,0,1,1,1
15752,2010-09-01,United Kingdom,2010-09-08,2011-10-31,418,9,4207.54,467.5,616.73,0,0,1,1
15753,2011-02-01,United Kingdom,2011-02-08,2011-02-08,0,1,79.2,79.2,79.2,1,1,1,0
15754,2010-02-01,United Kingdom,2010-02-22,2011-10-19,604,9,3037.61,337.51,1420.35,0,0,1,1
15755,2009-12-01,United Kingdom,2009-12-04,2011-11-29,725,17,5993.12,352.54,308.75,0,0,1,1
15756,2011-04-01,United Kingdom,2011-04-04,2011-10-09,188,4,532.96,133.24,123.59,0,0,1,1
15757,2010-06-01,United Kingdom,2010-06-10,2011-10-05,482,6,2940.36,490.06,529.07,0,0,1,1
15758,2011-11-01,United Kingdom,2011-11-15,2011-11-15,0,1,205.25,205.25,205.25,1,0,0,0
15759,2009-12-01,United Kingdom,2009-12-02,2011-05-05,519,7,830.93,118.7,125.73,0,1,1,0
15760,2010-03-01,Norway,2010-03-19,2010-03-19,0,2,13916.34,6958.17,6958.17,0,1,1,1
15761,2010-09-01,United Kingdom,2010-09-23,2010-09-23,0,1,143.05,143.05,143.05,1,1,1,0
15762,2011-09-01,United Kingdom,2011-09-23,2011-10-05,12,2,583.75,291.88,315.31,0,0,0,1
15763,2011-09-01,United Kingdom,2011-09-23,2011-11-08,46,2,1086.92,543.46,522.49,0,0,0,1
15764,2010-08-01,United Kingdom,2010-08-18,2011-09-12,390,8,4503.08,562.89,864.91,0,0,1,1
15765,2010-02-01,United Kingdom,2010-02-11,2010-02-11,0,1,370.63,370.63,370.63,1,1,1,0
15766,2010-01-01,United Kingdom,2010-01-26,2011-10-06,618,3,831.06,277.02,201.6,0,0,1,0
15768,2009-12-01,United Kingdom,2009-12-03,2011-08-16,621,34,15601.09,458.86,503.93,0,1,1,1
15769,2009-12-01,United Kingdom,2009-12-11,2011-12-02,721,46,88704.32,1928.35,1980.0,0,0,1,1
15770,2010-04-01,United Kingdom,2010-04-06,2010-04-06,0,1,321.45,321.45,321.45,1,1,1,0
15771,2010-01-01,United Kingdom,2010-01-15,2010-04-14,89,3,1006.54,335.51,316.25,0,1,1,1
15772,2010-10-01,United Kingdom,2010-10-17,2010-10-17,0,1,280.88,280.88,280.88,1,1,1,0
15773,2010-10-01,United Kingdom,2010-10-26,2011-12-04,404,2,774.52,387.26,138.84,0,0,1,0
15774,2010-02-01,United Kingdom,2010-02-21,2011-10-02,588,6,1329.94,221.66,228.28,0,0,1,1
15775,2010-03-01,United Kingdom,2010-03-18,2011-04-08,386,2,150.5,75.25,45.6,0,1,1,0
15776,2011-07-01,United Kingdom,2011-07-29,2011-07-29,0,1,241.62,241.62,241.62,1,1,1,0
15777,2010-05-01,United Kingdom,2010-05-20,2011-04-12,327,7,1762.61,251.8,9.3,0,1,1,0
15778,2010-10-01,United Kingdom,2010-10-04,2010-10-04,0,1,307.95,307.95,307.95,1,1,1,0
15779,2010-06-01,United Kingdom,2010-06-25,2010-09-02,69,2,124.08,62.04,67.38,0,1,1,1
15780,2010-12-01,United Kingdom,2010-12-17,2011-06-09,174,3,475.28,158.43,177.15,0,1,1,0
15781,2011-02-01,United Kingdom,2011-02-07,2011-11-14,280,3,345.46,115.15,83.35,0,0,1,0
15782,2010-10-01,United Kingdom,2010-10-05,2011-11-30,421,4,4014.1,1003.52,1399.36,0,0,1,0
15783,2011-11-01,United Kingdom,2011-11-29,2011-11-29,0,1,246.3,246.3,246.3,1,0,0,0
15784,2010-02-01,United Kingdom,2010-02-05,2010-08-29,205,2,848.33,424.16,466.19,0,1,1,0
15785,2009-12-01,United Kingdom,2009-12-15,2011-11-07,692,16,5969.93,373.12,322.92,0,0,1,1
15786,2010-06-01,United Kingdom,2010-06-21,2011-10-24,490,5,8514.82,1702.96,1786.71,0,0,1,0
15787,2011-10-01,United Kingdom,2011-10-09,2011-11-13,35,3,948.05,316.02,492.05,0,0,0,1
15788,2010-07-01,United Kingdom,2010-07-19,2010-07-19,0,1,221.83,221.83,221.83,1,1,1,0
15789,2010-03-01,United Kingdom,2010-03-26,2010-12-16,265,6,1962.01,327.0,383.75,0,1,1,1
15790,2011-11-01,United Kingdom,2011-11-29,2011-11-29,0,1,220.85,220.85,220.85,1,0,0,0
15791,2010-03-01,United Kingdom,2010-03-08,2011-10-27,598,5,3608.34,721.67,307.33,0,0,1,1
15792,2010-03-01,United Kingdom,2010-03-31,2010-11-05,219,2,933.84,466.92,476.84,0,1,1,0
15793,2009-12-01,United Kingdom,2009-12-01,2011-11-25,724,8,2399.57,299.95,291.58,0,0,1,0
